Significance Analysis of Microarrays by gene																			
Gene Name	Differentiated			Immunoreactive			Mesenchymal			Proliferative			Chromosome name	Band	Description				
C1ORF116	6,7658	1,7738	0	-0,743	0,9383	24,1232	1,3726	1,1185	9,6877	-6,5788	0,6128	0	0	0	0				
C1ORF121	-4,6651	0,8037	0	-0,4557	0,9791	30,6701	0,6351	1,0283	17,6043	3,8551	1,1731	0	0	0	0				
C1ORF123	-0,316	0,9848	26,2979	0,4432	1,0207	27,6634	0,8198	1,0368	16,0569	-0,9155	0,9619	12,1755	0	0	0				
C1ORF129	4,1769	1,3906	0	-1,949	0,8608	2,5859	-1,5986	0,8891	3,2152	-0,2735	0,9808	24,711	0	0	0				
C1ORF135	-3,3887	0,7993	0	1,319	1,0881	6,6672	-1,591	0,9074	3,2152	3,2861	1,2097	0,0073	0	0	0				
C1ORF14	1,3239	1,0364	8,9075	0,9703	1,0254	13,0283	-3,256	0,9239	0,0249	1,0256	1,0245	9,2746	0	0	0				
C1ORF144	-2,3442	0,9054	0,3398	4,4685	1,1941	0	0,8075	1,0319	16,0569	-2,7463	0,9033	0,1052	0	0	0				
C1ORF149	-0,29	0,9842	26,2979	1,455	1,0789	6,6672	-2,8576	0,8682	0,1264	1,6406	1,0816	2,6217	0	0	0				
C1ORF156	0,347	1,0205	28,1676	0,2595	1,0146	33,3649	-1,5394	0,9211	3,2152	0,9306	1,0488	9,2746	0	0	0				
C1ORF159	0,8897	1,0377	16,6018	-0,1348	0,9946	37,9611	-2,855	0,8981	0,1264	2,0629	1,0777	0,6935	0	0	0				
C1ORF160	1,3792	1,0649	8,9075	1,7051	1,077	2,5859	-1,0668	0,9565	6,1022	-1,7476	0,9326	2,6217	0	0	0				
C1ORF163	-0,427	0,9776	24,09	2,261	1,1206	0,7301	-3,428	0,8493	0,0249	1,5569	1,0747	2,6217	0	0	0				
C1ORF164	0,1666	1,008	32,0584	1,1866	1,0558	9,5943	-2,8813	0,8827	0,1264	1,5044	1,065	2,6217	0	0	0				
C1ORF165	-5,6473	0,6632	0	-3,7373	0,7665	0,0187	0,5055	1,0355	18,9683	8,2994	1,6588	0	0	0	0				
C1ORF166	-0,2588	0,9911	28,1676	2,2621	1,0764	0,7301	-0,4521	0,9859	21,5379	-1,4012	0,9588	6,6307	0	0	0				
C1ORF174	-1,8459	0,9126	2,0642	2,5464	1,1275	0,3348	-1,8662	0,9191	1,3817	1,0799	1,048	6,6307	0	0	0				
C1ORF175	4,1225	1,2212	0	-1,9563	0,9117	2,5859	-2,4067	0,8975	0,4599	0,5429	1,0238	15,204	0	0	0				
C1ORF176	-1,8678	0,9083	2,0642	0,8965	1,0452	16,7477	-3,3512	0,8558	0,0249	4,0626	1,1971	0	0	0	0				
C1ORF181	-1,2394	0,9335	6,6377	-0,4693	0,9753	30,6701	1,2501	1,0652	9,6877	0,3175	1,0155	21,0108	0	0	0				
C1ORF183	0,7172	1,0327	19,2003	-1,355	0,9435	9,5943	-4,5703	0,8335	0	5,0403	1,2111	0	0	0	0				
C1ORF2	-0,1284	0,994	31,3022	-0,4397	0,9807	30,6701	-3,1021	0,8788	0,1264	3,5094	1,1499	0,0073	0	0	0				
C1ORF21	-1,6866	0,9263	3,2175	-1,4423	0,9392	9,5943	-1,3957	0,9437	3,2152	4,2273	1,1788	0	0	0	0				
C1ORF216	-1,5316	0,9167	4,8218	0,0492	1,0026	38,7936	0,8607	1,0456	14,6237	0,4682	1,0236	18,2234	0	0	0				
C1ORF217	-0,9991	0,94	11,2803	-1,4	0,9205	9,5943	0,4205	1,024	20,0349	1,7578	1,0996	1,4298	0	0	0				
C1ORF218	-0,5778	0,9625	19,2003	4,1623	1,293	0	1,3498	1,0845	9,6877	-4,6417	0,7701	0	0	0	0				
C1ORF25	0,5305	1,0307	24,09	-0,696	0,9627	24,1232	-3,7942	0,8238	0	3,8149	1,2056	0	0	0	0				
C1ORF27	-0,7882	0,9624	16,6018	0,1523	1,0071	35,6069	-2,0496	0,9135	1,3817	2,5265	1,1125	0,2958	0	0	0				
C1ORF34	3,0626	1,3291	0,1677	2,0055	1,1965	1,4462	-4,4895	0,6868	0	-0,2823	0,977	24,711	0	0	0				
C1ORF35	-0,0568	0,9976	33,3668	-0,3567	0,9861	33,3649	-3,3649	0,8836	0,0249	3,6175	1,1358	0	0	0	0				
C1ORF38	-2,9906	0,7749	0,0315	5,2253	1,5163	0	0,9672	1,079	14,6237	-2,995	0,7995	0,0325	0	0	0				
C1ORF41	0,8261	1,0544	16,6018	4,4773	1,3071	0	-3,5837	0,8134	0,0249	-1,3433	0,9273	6,6307	0	0	0				
C1ORF43	-0,9074	0,9619	13,9168	4,0394	1,1754	0	-1,2949	0,9507	6,1022	-1,5906	0,9422	4,3519	0	0	0				
C1ORF50	-1,7535	0,9103	2,0642	1,7123	1,0917	2,5859	0,3223	1,0159	20,8619	-0,3416	0,984	23,8828	0	0	0				
C1ORF54	-5,0295	0,7245	0	4,6977	1,3351	0	4,863	1,3297	0	-4,5617	0,7729	0	0	0	0				
C1ORF56	2,062	1,1023	2,0642	-0,4676	0,9789	30,6701	-2,9669	0,8806	0,1264	1,4465	1,0618	4,3519	0	0	0				
C1ORF61	0,9942	1,0744	13,9168	0,1963	1,0136	33,3649	-2,449	0,8517	0,4599	1,2829	1,0845	4,3519	0	0	0				
C1ORF63	3,2491	1,2768	0,066	1,9284	1,1502	1,4462	-1,2412	0,9173	6,1022	-3,4305	0,7979	0,0073	0	0	0				
C1ORF66	3,243	1,1361	0,066	1,3103	1,0512	6,6672	-3,9639	0,8681	0	-0,2807	0,9902	24,711	0	0	0				
C1ORF69	3,0102	1,1027	0,1677	-1,6276	0,9502	6,6672	-3,452	0,9031	0,0249	2,1486	1,0635	0,6935	0	0	0				
C1ORF76	0,907	1,0253	16,6018	-1,8454	0,9526	4,2891	-2,4911	0,9397	0,4599	3,3083	1,0818	0,0073	0	0	0				
C1ORF77	-1,102	0,9653	8,9075	1,2624	1,0393	9,5943	-3,7109	0,8991	0,0249	3,3501	1,0969	0,0073	0	0	0				
C1ORF78	-3,8396	0,7701	0	-0,9438	0,9393	16,7477	4,9045	1,3509	0	-0,3951	0,9762	22,8783	0	0	0				
C1ORF80	-2,7085	0,859	0,1677	2,9772	1,1728	0,0467	0,5489	1,0287	18,9683	-0,8724	0,9576	15,204	0	0	0				
C1ORF89	1,4647	1,068	6,6377	2,1052	1,0944	1,4462	-2,2728	0,9113	0,4599	-1,0347	0,9599	12,1755	0	0	0				
C1ORF9	-1,4092	0,9165	4,8218	-3,4603	0,8171	0,0467	-1,0807	0,9407	6,1022	5,6119	1,3398	0	0	0	0				
C1QA	-3,6653	0,684	0	11,6818	2,7502	0	5,5494	1,6717	0	-13,5761	0,3568	0	1	p36.12	"Complement C1q subcomponent subunit A precursor. [Source:Uniprot/SWISSPROT;Acc:P02745]"				
C1QB	-3,9125	0,6753	0	11,332	2,6107	0	5,6163	1,6556	0	-12,9541	0,3798	0	1	p36.12	"Complement C1q subcomponent subunit B precursor. [Source:Uniprot/SWISSPROT;Acc:P02746]"				
C1QBP	-1,6469	0,9183	3,2175	3,3446	1,1776	0,0187	-3,093	0,8653	0,1264	1,3502	1,0631	4,3519	17	p13.2	"Complement component 1 Q subcomponent-binding protein, mitochondrial precursor (Glycoprotein gC1qBP) (C1qBP) (GC1q-R protein) (Hyaluronan- binding protein 1) (Mitochondrial matrix protein p32) (p33). [Source:Uniprot/SWISSPROT;Acc:Q07021]"				
C1QL1	-1,3711	0,9399	4,8218	-2,4051	0,9017	0,7301	-1,6212	0,9353	3,2152	5,1124	1,2162	0	17	q21.31	"C1q-related factor precursor (Complement component 1 Q subcomponent- like 1). [Source:Uniprot/SWISSPROT;Acc:O75973]"				
C1QTNF1	-1,5589	0,9227	3,2175	-4,9145	0,7902	0	12,492	1,635	0	-4,3794	0,8241	0	17	q25.3	"Complement C1q tumor necrosis factor-related protein 1 precursor (G protein-coupled receptor-interacting protein) (GIP). [Source:Uniprot/SWISSPROT;Acc:Q9BXJ1]"				
C1QTNF3	-5,0475	0,5908	0	-5,4267	0,5836	0	16,0089	3,3798	0	-2,8423	0,767	0,1052	5	p13.3	"Complement C1q tumor necrosis factor-related protein 3 precursor (Secretory protein CORS26). [Source:Uniprot/SWISSPROT;Acc:Q9BXJ4]"				
C1RL	-0,1573	0,9895	29,8206	1,4956	1,1001	4,2891	1,6594	1,1062	6,1022	-2,8441	0,8479	0,1052	12	p13.31	"Complement C1r subcomponent-like protein precursor (EC 3.4.21.-) (C1r- like protein) (C1r-LP) (C1r-like serine protease analog protein) (CLSPa). [Source:Uniprot/SWISSPROT;Acc:Q9NZP8]"				
C1S	-4,304	0,6178	0	4,7161	1,6526	0	8,8778	2,3305	0	-9,1267	0,4357	0	12	p13.31	"Complement C1s subcomponent precursor (EC 3.4.21.42) (C1 esterase) [Contains: Complement C1s subcomponent heavy chain; Complement C1s subcomponent light chain]. [Source:Uniprot/SWISSPROT;Acc:P09871]"				
C2	1,6727	1,1787	4,8218	7,8318	1,9861	0	1,5598	1,1503	6,1022	-11,0389	0,4356	0	6	p21.32	"Complement C2 precursor (EC 3.4.21.43) (C3/C5 convertase) [Contains: Complement C2b fragment; Complement C2a fragment]. [Source:Uniprot/SWISSPROT;Acc:P06681]"				
C20ORF10	1,7226	1,0454	4,8218	-0,558	0,9862	27,6634	-3,2527	0,9272	0,0249	2,0882	1,0481	0,6935	0	0	0				
C20ORF103	-3,1545	0,7019	0,0315	-5,9093	0,5406	0	5,1602	1,6782	0	3,1667	1,3651	0,0325	0	0	0				
C20ORF11	-3,5186	0,8473	0	-1,4523	0,9358	6,6672	0,4374	1,0192	20,0349	4,0271	1,1796	0	0	0	0				
C20ORF111	-4,3464	0,7797	0	3,45	1,2099	0,0187	-1,0853	0,9436	6,1022	1,648	1,088	2,6217	0	0	0				
C20ORF112	-1,2117	0,9534	8,9075	-1,5502	0,9434	6,6672	1,3989	1,0514	9,6877	1,1399	1,04	6,6307	0	0	0				
C20ORF116	2,0983	1,104	2,0642	2,4598	1,1171	0,3348	-1,2215	0,9485	6,1022	-2,9282	0,8866	0,0325	0	0	0				
C20ORF117	2,3346	1,1175	1,216	-2,0592	0,9103	2,5859	-0,9703	0,9584	9,6877	0,7751	1,033	12,1755	0	0	0				
C20ORF12	-0,4926	0,9739	21,7605	-3,2327	0,8492	0,0467	-3,7088	0,8368	0,0249	7,3347	1,3789	0	0	0	0				
C20ORF121	-3,6239	0,8536	0	-1,8092	0,9262	4,2891	-0,6703	0,9731	13,23	5,6509	1,2347	0	0	0	0				
C20ORF149	1,4999	1,0993	6,6377	-2,9388	0,8386	0,1301	1,7467	1,1057	3,2152	-0,3168	0,9825	23,8828	0	0	0				
C20ORF19	-0,1649	0,9897	29,8206	-3,5506	0,8112	0,0187	-2,1705	0,884	0,4599	5,6406	1,3457	0	0	0	0				
C20ORF195	2,8196	1,1789	0,3398	-1,3196	0,9283	9,5943	-0,3035	0,9837	21,5379	-0,9481	0,9522	12,1755	0	0	0				
C20ORF20	-4,4135	0,8189	0	-0,7376	0,9677	24,1232	1,6058	1,0702	6,1022	2,9417	1,1256	0,0325	0	0	0				
C20ORF23	0,7259	1,0402	19,2003	-1,8408	0,909	4,2891	-1,2347	0,9406	6,1022	2,2399	1,1119	0,6935	0	0	0				
C20ORF24	-1,9111	0,9086	1,216	3,6558	1,1889	0	-0,8071	0,9635	9,6877	-0,8503	0,9631	15,204	0	0	0				
C20ORF27	0,4293	1,0245	26,2979	-0,2792	0,985	35,6069	-4,4746	0,7989	0	4,1519	1,2221	0	0	0	0				
C20ORF29	-1,5481	0,9207	3,2175	0,6092	1,0316	24,1232	-1,4568	0,9315	3,2152	2,2014	1,1078	0,6935	0	0	0				
C20ORF3	-3,5004	0,8386	0	-0,9634	0,954	16,7477	-1,719	0,9232	1,3817	5,7927	1,2815	0	0	0	0				
C20ORF30	-3,906	0,8088	0	-0,265	0,986	35,6069	-0,5449	0,9728	21,5379	4,2177	1,2214	0	0	0	0				
C20ORF32	-0,7423	0,9748	16,6018	4,1699	1,1426	0	1,2819	1,0408	9,6877	-4,4254	0,8788	0	0	0	0				
C20ORF39	-2,0582	0,8012	1,216	-2,1985	0,7975	1,4462	1,9393	1,21	3,2152	1,9539	1,2024	1,4298	0	0	0				
C20ORF4	-3,5034	0,8659	0	-1,0158	0,9602	16,7477	-1,5911	0,9413	3,2152	5,7181	1,2216	0	0	0	0				
C20ORF42	3,2606	1,3044	0,066	-2,9387	0,7947	0,1301	-0,0874	0,9934	21,5379	-0,0717	0,9948	26,223	0	0	0				
C20ORF43	-3,8837	0,8507	0	-0,7645	0,9694	20,4598	0,1369	1,0053	21,5379	3,9885	1,1563	0	0	0	0				
C20ORF46	-0,5014	0,9721	21,7605	-2,7886	0,862	0,3348	0,7724	1,0404	16,0569	2,2427	1,116	0,6935	0	0	0				
C20ORF59	1,0034	1,0384	13,9168	0,5992	1,0217	24,1232	0,1727	1,0059	21,5379	-1,5983	0,9488	4,3519	0	0	0				
C20ORF67	-2,8472	0,8888	0,066	-0,8119	0,968	20,4598	-2,7855	0,9001	0,1264	6,1626	1,2392	0	0	0	0				
C21ORF2	2,9251	1,117	0,1677	-2,7973	0,9036	0,3348	-2,8045	0,9076	0,1264	2,6887	1,0933	0,1052	0	0	0				
C21ORF25	5,2102	1,2806	0	0,0851	1,004	37,3139	-1,6015	0,9307	3,2152	-2,9856	0,8805	0,0325	0	0	0				
C21ORF33	3,0862	1,181	0,1677	2,4021	1,1326	0,3348	-1,5605	0,9253	3,2152	-3,4153	0,8514	0,0073	0	0	0				
C21ORF45	-1,2215	0,9389	6,6377	-0,6023	0,9706	27,6634	-2,2945	0,8981	0,4599	3,8828	1,1878	0	0	0	0				
C21ORF55	-2,9051	0,8817	0,066	0,2505	1,0105	33,3649	-1,5394	0,9404	3,2152	3,8349	1,1552	0	0	0	0				
C21ORF59	2,6953	1,1505	0,3398	-1,763	0,9155	4,2891	-3,1182	0,8627	0,1264	2,2357	1,1076	0,6935	0	0	0				
C21ORF62	2,8222	1,0973	0,3398	-2,6495	0,9198	0,3348	-1,5791	0,9533	3,2152	1,4713	1,0437	4,3519	0	0	0				
C21ORF66	-1,3599	0,9419	6,6377	-0,3518	0,9852	33,3649	-0,7971	0,9684	9,6877	2,2913	1,0917	0,2958	0	0	0				
C21ORF7	-1,8872	0,9163	2,0642	0,1332	1,0059	35,6069	4,9961	1,2274	0	-3,1494	0,8811	0,0073	0	0	0				
C21ORF91	-1,79	0,8702	2,0642	6,8679	1,6203	0	0,1285	1,0091	21,5379	-4,6183	0,7357	0	0	0	0				
C22ORF24	0,5132	1,0153	24,09	0,7021	1,0201	20,4598	-2,8308	0,927	0,1264	1,5937	1,0421	2,6217	0	0	0				
C22ORF26	2,153	1,0808	2,0642	-0,5452	0,9812	27,6634	-1,6542	0,9468	3,2152	0,2049	1,0065	26,223	0	0	0				
C22ORF28	-4,2377	0,8113	0	3,2791	1,169	0,0187	0,5408	1,0252	18,9683	0,1448	1,0064	26,223	0	0	0				
C22ORF29	-0,2256	0,9892	28,1676	-1,3728	0,9389	9,5943	-1,0419	0,9553	6,1022	2,4706	1,1087	0,2958	0	0	0				
C22ORF31	0,8609	1,016	16,6018	-2,2105	0,9619	1,4462	-1,4441	0,9759	3,2152	2,6669	1,0436	0,1052	0	0	0				
C22ORF9	0,2815	1,0132	29,8206	3,645	1,1729	0	5,6616	1,2592	0	-9,8551	0,7003	0	0	0	0				
C2ORF18	0,8564	1,0347	16,6018	-0,0374	0,9985	38,7936	0,549	1,0202	18,9683	-1,2442	0,9574	6,6307	0	0	0				
C2ORF24	4,0349	1,1634	0	-1,0418	0,9625	16,7477	-4,057	0,8703	0	1,3007	1,0446	4,3519	0	0	0				
C2ORF25	-2,6985	0,8598	0,1677	2,4214	1,1386	0,3348	-0,0728	0,9962	21,5379	0,2101	1,0104	26,223	0	0	0				
C2ORF28	-1,5449	0,9215	3,2175	0,63	1,0324	24,1232	-3,483	0,8471	0,0249	4,1531	1,2074	0	0	0	0				
C2ORF3	-0,3392	0,9839	26,2979	-1,2255	0,9457	13,0283	-4,0038	0,8432	0	5,3795	1,2412	0	0	0	0				
C2ORF33	-1,9435	0,9268	1,216	-2,1876	0,9215	1,4462	-0,4803	0,9829	21,5379	4,2525	1,1534	0	0	0	0				
C2ORF34	0,1928	1,0099	32,0584	-0,7999	0,9615	20,4598	-2,3549	0,8962	0,4599	2,8351	1,1344	0,1052	0	0	0				
C2ORF37	-2,7477	0,8797	0,066	1,7559	1,0819	2,5859	-1,1237	0,9529	6,1022	1,8651	1,0796	1,4298	0	0	0				
C2ORF42	-0,8058	0,9624	13,9168	-1,3414	0,9409	9,5943	-1,7362	0,9276	1,3817	3,656	1,1614	0	0	0	0				
C2ORF43	-1,9031	0,8617	1,216	0,2156	1,0163	33,3649	-0,0188	0,9986	21,5379	1,4844	1,1072	4,3519	0	0	0				
C2ORF44	-3,666	0,8361	0	-1,8072	0,9179	4,2891	-3,9511	0,839	0	9,5376	1,4488	0	0	0	0				
C2ORF47	-1,4592	0,9363	4,8218	2,9692	1,1351	0,0467	-2,9429	0,8869	0,1264	1,3788	1,0559	4,3519	0	0	0				
C2ORF49	-2,4506	0,8752	0,3398	4,0086	1,2282	0	-1,1117	0,946	6,1022	-0,4	0,9809	22,8783	0	0	0				
C2ORF54	0,2187	1,0223	31,3022	-3,3234	0,7283	0,0467	-0,3334	0,9696	21,5379	3,1707	1,3195	0,0325	0	0	0				
C2ORF55	4,149	1,1315	0	0,378	1,0111	30,6701	-4,0494	0,8956	0	-0,1027	0,9972	26,223	0	0	0				
C2ORF56	-1,3963	0,9414	4,8218	1,0994	1,0465	13,0283	-1,4722	0,9436	3,2152	1,6276	1,0634	2,6217	0	0	0				
C3	4,3866	1,8663	0	3,9954	1,7259	0	3,8187	1,6467	0	-13,126	0,2475	0	19	p13.3	"Complement C3 precursor (C3 and PZP-like alpha-2-macroglobulin domain- containing protein 1) [Contains: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement [Source:Uniprot/SWISSPROT;Acc:P01024]"				
C3AR1	-3,004	0,7497	0,0315	9,4333	2,1999	0	7,0818	1,8036	0	-14,3638	0,374	0	12	p13.31	"C3a anaphylatoxin chemotactic receptor (C3a-R) (C3AR). [Source:Uniprot/SWISSPROT;Acc:Q16581]"				
C3ORF14	-3,3707	0,7344	0	0,7045	1,0645	20,4598	0,3036	1,026	21,3499	1,9844	1,1743	1,4298	0	0	0				
C3ORF18	0,6459	1,0315	21,7605	-2,6022	0,8882	0,7301	-2,0969	0,9126	0,4599	3,8736	1,1732	0	0	0	0				
C3ORF27	1,8003	1,0562	3,2175	-0,6424	0,9814	24,1232	-1,8883	0,949	1,3817	0,8193	1,0221	12,1755	0	0	0				
C3ORF28	1,6473	1,0812	4,8218	0,63	1,029	24,1232	-2,3594	0,9033	0,4599	0,2296	1,0096	26,223	0	0	0				
C3ORF32	1,4768	1,0996	6,6377	-1,5951	0,9065	6,6672	-1,2134	0,9311	6,1022	1,3306	1,0779	4,3519	0	0	0				
C3ORF36	1,2876	1,0207	8,9075	-0,2752	0,9957	35,6069	-0,6477	0,9905	13,23	-0,2528	0,9964	24,711	0	0	0				
C3ORF37	0,5134	1,0247	24,09	4,4672	1,2191	0	-2,9923	0,8794	0,1264	-1,6047	0,9354	4,3519	0	0	0				
C3ORF52	-0,9596	0,953	11,2803	1,6381	1,0814	4,2891	-0,8844	0,9603	9,6877	0,1914	1,0084	26,223	0	0	0				
C3ORF58	-0,3377	0,9802	26,2979	0,8025	1,0463	16,7477	-1,6224	0,9166	3,2152	1,1133	1,0591	6,6307	0	0	0				
C3ORF60	2,8064	1,1353	0,3398	0,5933	1,0262	24,1232	-2,2095	0,9124	0,4599	-0,8726	0,9656	15,204	0	0	0				
C3ORF63	-0,2562	0,9879	28,1676	0,094	1,0042	37,3139	-0,9466	0,9601	9,6877	1,0464	1,044	9,2746	0	0	0				
C3ORF64	-4,3457	0,8119	0	0,8166	1,0391	16,7477	9,8854	1,4813	0	-5,6682	0,7913	0	0	0	0				
C4BPA	2,865	1,391	0,3398	1,8833	1,2321	2,5859	-1,7934	0,8271	1,3817	-2,5088	0,7758	0,2958	1	q32.2	"C4b-binding protein alpha chain precursor (C4bp) (Proline-rich protein) (PRP). [Source:Uniprot/SWISSPROT;Acc:P04003]"				
C4BPB	2,6354	1,1398	0,6697	-0,2343	0,9888	35,6069	-2,4602	0,8943	0,4599	0,2666	1,0117	22,8783	1	q32.2	"C4b-binding protein beta chain precursor. [Source:Uniprot/SWISSPROT;Acc:P20851]"				
C4ORF15	-3,3588	0,8329	0	2,9587	1,167	0,0467	-0,0896	0,9954	21,5379	0,3056	1,0149	21,0108	0	0	0				
C4ORF16	-1,8916	0,9053	2,0642	4,6007	1,2533	0	0,0234	1,0011	21,5379	-2,491	0,892	0,2958	0	0	0				
C4ORF18	-4,8952	0,6696	0	-1,3508	0,8968	9,5943	14,8172	2,4792	0	-6,191	0,6462	0	0	0	0				
C4ORF19	0,2127	1,0182	31,3022	1,8654	1,1626	2,5859	-1,2758	0,906	6,1022	-0,6671	0,9516	18,2234	0	0	0				
C4ORF20	-3,2092	0,8307	0,0315	2,1211	1,1254	1,4462	2,3828	1,1347	0,4599	-1,4297	0,9294	4,3519	0	0	0				
C4ORF27	-4,0045	0,7837	0	2,6386	1,1681	0,3348	0,5155	1,0296	18,9683	0,5458	1,0301	15,204	0	0	0				
C4ORF29	-1,8777	0,9031	2,0642	3,8957	1,2201	0	-0,1609	0,992	21,5379	-1,7119	0,9218	2,6217	0	0	0				
C4ORF30	-1,265	0,9186	6,6377	-2,6203	0,8461	0,7301	-1,6742	0,9026	3,2152	5,2711	1,3492	0	0	0	0				
C4ORF31	-2,1536	0,85	0,6697	-5,3213	0,6889	0	4,731	1,375	0	2,1829	1,1551	0,6935	0	0	0				
C4ORF6	2,6668	1,1805	0,3398	-0,426	0,9747	30,6701	-1,4833	0,9186	3,2152	-0,5063	0,9725	21,0108	0	0	0				
C4ORF8	-1,4845	0,9322	4,8218	-0,9551	0,9576	16,7477	0,6678	1,0292	17,6043	1,5359	1,0656	2,6217	0	0	0				
C5	0,0309	1,0019	33,3668	-1,2078	0,9289	13,0283	-0,5237	0,9699	21,5379	1,5846	1,0924	2,6217	9	q33.2	"Complement C5 precursor (C3 and PZP-like alpha-2-macroglobulin domain- containing protein 4) [Contains: Complement C5 beta chain; Complement C5 alpha chain; C5a anaphylatoxin; Complement C5 alpha' chain]. [Source:Uniprot/SWISSPROT;Acc:P01031]"				
C5AR1	-3,6261	0,7982	0	4,5097	1,3042	0	9,1509	1,6108	0	-9,9345	0,6133	0	19	q13.32	"C5a anaphylatoxin chemotactic receptor (C5a-R) (C5aR) (CD88 antigen). [Source:Uniprot/SWISSPROT;Acc:P21730]"				
C5ORF13	-9,8724	0,4682	0	-4,751	0,6835	0	4,4781	1,4096	0	8,4579	1,7961	0	0	0	0				
C5ORF15	-3,0499	0,8606	0,0315	1,3775	1,0676	6,6672	2,1815	1,1035	1,3817	-0,6987	0,9699	18,2234	0	0	0				
C5ORF21	0,5388	1,0314	24,09	-3,2639	0,8379	0,0467	0,4942	1,0262	18,9683	2,0131	1,106	0,6935	0	0	0				
C5ORF22	-3,0216	0,8487	0,0315	2,36	1,1309	0,7301	-1,6043	0,9229	3,2152	2,013	1,1011	0,6935	0	0	0				
C5ORF23	1,7486	1,2171	3,2175	-2,2682	0,7841	1,4462	0,9061	1,0977	14,6237	-0,3299	0,9679	23,8828	0	0	0				
C5ORF28	1,2041	1,0787	11,2803	4,9792	1,3374	0	-3,3228	0,8282	0,0249	-2,3465	0,8792	0,2958	0	0	0				
C5ORF3	0,734	1,0341	19,2003	1,4499	1,0654	6,6672	3,1257	1,1376	0,0249	-5,1018	0,8205	0	0	0	0				
C5ORF30	0,5283	1,0318	24,09	-1,0312	0,9432	16,7477	-2,2317	0,8868	0,4599	2,6308	1,1451	0,1052	0	0	0				
C5ORF4	3,3433	1,226	0,066	-3,5597	0,8128	0,0187	-2,5645	0,8662	0,4599	2,7871	1,1612	0,1052	0	0	0				
C5ORF5	-0,4885	0,9736	21,7605	-0,8024	0,9589	20,4598	1,725	1,0895	3,2152	-0,4848	0,977	21,0108	0	0	0				
C6	4,3488	1,4567	0	-2,3622	0,8197	1,4462	-0,2308	0,9815	21,5379	-1,3527	0,9005	6,6307	5	p13.1	"Complement component C6 precursor. [Source:Uniprot/SWISSPROT;Acc:P13671]"				
C6ORF10	0,2227	1,0069	31,3022	-0,6735	0,98	24,1232	-2,7696	0,9247	0,1264	3,0897	1,0871	0,0325	0	0	0				
C6ORF105	-2,557	0,7019	0,1677	5,5921	2,0507	0	-0,2242	0,9718	21,5379	-2,5131	0,7372	0,2958	0	0	0				
C6ORF106	-0,91	0,9651	13,9168	3,5003	1,137	0	-1,8288	0,9372	1,3817	-0,6106	0,9793	18,2234	0	0	0				
C6ORF108	1,0457	1,0583	13,9168	3,6348	1,2037	0	-4,3736	0,8096	0	-0,0989	0,9953	26,223	0	0	0				
C6ORF120	-3,4632	0,8219	0	2,6574	1,1558	0,1301	0,5592	1,0297	17,6043	0,0383	1,0019	26,223	0	0	0				
C6ORF123	7,5695	1,8798	0	-0,5	0,9581	27,6634	-2,5948	0,8105	0,1264	-3,3048	0,7746	0,0073	0	0	0				
C6ORF124	2,7397	1,1768	0,3398	-1,607	0,9121	6,6672	-4,7249	0,7776	0	3,5489	1,2015	0	0	0	0				
C6ORF130	-2,6451	0,8576	0,1677	1,6608	1,0971	4,2891	-3,1831	0,8453	0,0249	3,8675	1,2148	0	0	0	0				
C6ORF134	-1,8437	0,9023	2,0642	-2,187	0,8902	1,4462	-3,2739	0,848	0,0249	7,1488	1,3883	0	0	0	0				
C6ORF145	-1,4739	0,9075	4,8218	-2,67	0,8462	0,3348	3,7925	1,2512	0	0,1424	1,0082	26,223	0	0	0				
C6ORF15	4,6953	1,9142	0	-1,7759	0,7862	4,2891	0,3321	1,044	20,8619	-2,7266	0,7143	0,1052	0	0	0				
C6ORF162	-1,9236	0,9048	1,216	1,1728	1,0602	9,5943	-1,7501	0,9202	1,3817	2,2918	1,1097	0,2958	0	0	0				
C6ORF166	-3,8991	0,837	0	3,0881	1,1454	0,0467	-1,9098	0,9223	1,3817	2,3942	1,1018	0,2958	0	0	0				
C6ORF211	-3,1552	0,7823	0,0315	1,4194	1,1126	6,6672	0,3838	1,0279	20,0349	1,0655	1,0762	6,6307	0	0	0				
C6ORF25	1,2774	1,0487	8,9075	0,8583	1,0311	16,7477	-1,7104	0,9436	1,3817	-0,2697	0,9912	24,711	0	0	0				
C6ORF26	1,0618	1,061	13,9168	-0,5554	0,9707	27,6634	-4,5273	0,7987	0	3,8814	1,2047	0	0	0	0				
C6ORF27	2,3551	1,0742	1,216	-0,2684	0,9921	35,6069	-3,9855	0,8968	0	1,9404	1,0532	1,4298	0	0	0				
C6ORF32	0,4232	1,0266	26,2979	4,1514	1,273	0	-0,3249	0,9817	21,5379	-3,852	0,8139	0	0	0	0				
C6ORF47	1,7003	1,0724	4,8218	0,1431	1,0056	35,6069	-1,6452	0,94	3,2152	-0,0438	0,9984	26,223	0	0	0				
C6ORF48	-0,1084	0,9924	32,0584	-2,2493	0,8612	1,4462	-3,0751	0,8239	0,1264	5,2368	1,3626	0	0	0	0				
C6ORF49	-1,2898	0,9462	6,6377	3,1391	1,1356	0,0467	-3,2639	0,8815	0,0249	1,3771	1,053	4,3519	0	0	0				
